Date,Production_Line,Shift,Production_Volume,Planned_Production,Downtime_Hours,Defect_Count,OEE_Percent,Defect_Rate_Percent,Throughput_Efficiency_Percent
2026-04-26,LINE-D,Night,1023,1135,2.63,16,59.55,1.56,90.13
2026-04-27,LINE-A,Morning,1038,1184,2.23,19,62.07,1.83,87.67
2026-04-27,LINE-A,Afternoon,1019,1115,1.94,49,65.9,4.81,91.39
2026-04-27,LINE-A,Night,881,1044,2.97,24,51.61,2.72,84.39
2026-04-27,LINE-B,Morning,1020,1122,0.13,7,88.82,0.69,90.91
2026-04-27,LINE-B,Afternoon,1138,1002,1.05,44,94.85,3.87,113.57
2026-04-27,LINE-B,Night,858,1061,1.12,15,68.33,1.75,80.87
2026-04-27,LINE-C,Morning,921,1106,2.79,34,52.22,3.69,83.27
2026-04-27,LINE-C,Afternoon,1034,1061,2.53,13,65.8,1.26,97.46
2026-04-27,LINE-C,Night,1147,1158,2.41,19,68.07,1.66,99.05
2026-04-27,LINE-D,Morning,847,1135,1.28,41,59.66,4.84,74.63
2026-04-27,LINE-D,Afternoon,1167,1294,2.03,21,66.1,1.8,90.19
2026-04-27,LINE-D,Night,1154,1210,1.86,33,71.1,2.86,95.37
2026-04-28,LINE-A,Morning,858,1070,1.99,32,57.99,3.73,80.19
2026-04-28,LINE-A,Afternoon,1189,1214,1.82,25,74.07,2.1,97.94
2026-04-28,LINE-A,Night,863,1291,2.56,26,44.09,3.01,66.85
2026-04-28,LINE-B,Morning,861,1169,1.24,15,61.15,1.74,73.65
2026-04-28,LINE-B,Afternoon,853,1015,0.61,44,73.63,5.16,84.04
2026-04-28,LINE-B,Night,1036,1093,2.61,14,63.0,1.35,94.78
2026-04-28,LINE-C,Morning,1099,1206,1.67,30,70.13,2.73,91.13
2026-04-28,LINE-C,Afternoon,801,1177,1.15,30,56.08,3.75,68.05
2026-04-28,LINE-C,Night,1078,1145,2.88,42,57.91,3.9,94.15
2026-04-28,LINE-D,Morning,1038,1194,2.82,34,54.44,3.28,86.93
2026-04-28,LINE-D,Afternoon,860,1128,1.59,36,58.52,4.19,76.24
2026-04-28,LINE-D,Night,955,1109,0.66,40,75.7,4.19,86.11
2026-04-29,LINE-A,Morning,1190,1277,0.19,19,89.52,1.6,93.19
2026-04-29,LINE-A,Afternoon,1006,1278,2.95,28,48.31,2.78,78.72
2026-04-29,LINE-A,Night,1139,1203,0.45,12,88.42,1.05,94.68
2026-04-29,LINE-B,Morning,1056,1164,0.78,10,81.1,0.95,90.72
2026-04-29,LINE-B,Afternoon,1180,1095,0.73,9,97.19,0.76,107.76
2026-04-29,LINE-B,Night,1115,1119,2.57,10,67.03,0.9,99.64
2026-04-29,LINE-C,Morning,1016,1055,0.6,44,85.22,4.33,96.3
2026-04-29,LINE-C,Afternoon,1054,1103,2.0,22,70.17,2.09,95.56
2026-04-29,LINE-C,Night,1057,1263,0.75,42,72.83,3.97,83.69
2026-04-29,LINE-D,Morning,975,1026,3.0,47,56.53,4.82,95.03
2026-04-29,LINE-D,Afternoon,1086,1090,2.42,14,68.6,1.29,99.63
2026-04-29,LINE-D,Night,1164,1162,1.71,20,77.4,1.72,100.17
2026-04-30,LINE-A,Morning,1052,1268,0.39,15,77.79,1.43,82.97
2026-04-30,LINE-A,Afternoon,986,1290,0.05,35,73.26,3.55,76.43
2026-04-30,LINE-A,Night,913,1182,2.51,47,50.27,5.15,77.24
2026-04-30,LINE-B,Morning,1154,1002,1.87,25,86.33,2.17,115.17
2026-04-30,LINE-B,Afternoon,924,1137,1.17,8,68.78,0.87,81.27
2026-04-30,LINE-B,Night,860,1028,2.27,47,56.64,5.47,83.66
2026-04-30,LINE-C,Morning,873,1060,1.17,24,68.39,2.75,82.36
2026-04-30,LINE-C,Afternoon,847,1210,2.61,15,46.33,1.77,70.0
2026-04-30,LINE-C,Night,909,1182,1.86,9,58.44,0.99,76.9
2026-04-30,LINE-D,Morning,850,1148,2.94,8,46.39,0.94,74.04
2026-04-30,LINE-D,Afternoon,1045,1112,1.38,42,74.63,4.02,93.97
2026-04-30,LINE-D,Night,813,1202,2.85,22,42.37,2.71,67.64
2026-05-01,LINE-A,Morning,954,1054,2.59,27,59.47,2.83,90.51
2026-05-01,LINE-A,Afternoon,874,1276,1.89,27,50.7,3.09,68.5
2026-05-01,LINE-A,Night,858,1181,0.83,23,63.36,2.68,72.65
2026-05-01,LINE-B,Morning,1120,1063,2.43,5,73.02,0.45,105.36
2026-05-01,LINE-B,Afternoon,942,1103,2.12,26,61.04,2.76,85.4
2026-05-01,LINE-B,Night,1041,1208,2.51,18,58.11,1.73,86.18
2026-05-01,LINE-C,Morning,911,1058,2.1,16,62.39,1.76,86.11
2026-05-01,LINE-C,Afternoon,1095,1117,2.06,42,69.99,3.84,98.03
2026-05-01,LINE-C,Night,930,1155,1.47,34,63.32,3.66,80.52
2026-05-01,LINE-D,Morning,812,1292,2.5,6,42.89,0.74,62.85
2026-05-01,LINE-D,Afternoon,1091,1025,2.22,48,73.52,4.4,106.44
2026-05-01,LINE-D,Night,1098,1149,2.11,33,68.23,3.01,95.56
2026-05-02,LINE-A,Morning,1095,1208,1.82,20,68.75,1.83,90.65
2026-05-02,LINE-A,Afternoon,1117,1234,0.63,49,79.73,4.39,90.52
2026-05-02,LINE-A,Night,1038,1154,2.21,28,63.35,2.7,89.95
2026-05-02,LINE-B,Morning,1055,1072,2.99,24,60.23,2.27,98.41
2026-05-02,LINE-B,Afternoon,1092,1233,2.07,35,63.53,3.21,88.56
2026-05-02,LINE-B,Night,918,1263,2.82,34,45.32,3.7,72.68
2026-05-02,LINE-C,Morning,1165,1275,1.04,16,78.4,1.37,91.37
2026-05-02,LINE-C,Afternoon,1072,1063,2.68,33,65.0,3.08,100.85
2026-05-02,LINE-C,Night,810,1097,0.21,48,67.64,5.93,73.84
2026-05-02,LINE-D,Morning,857,1289,1.42,42,52.01,4.9,66.49
2026-05-02,LINE-D,Afternoon,1015,1051,1.32,24,78.73,2.36,96.57
2026-05-02,LINE-D,Night,1186,1292,2.28,44,63.2,3.71,91.8
2026-05-03,LINE-A,Morning,871,1295,0.03,27,64.93,3.1,67.26
2026-05-03,LINE-A,Afternoon,1159,1109,1.89,33,77.55,2.85,104.51
2026-05-03,LINE-A,Night,1149,1055,0.39,43,99.72,3.74,108.91
2026-05-03,LINE-B,Morning,827,1048,1.06,17,67.04,2.06,78.91
2026-05-03,LINE-B,Afternoon,835,1100,0.51,8,70.38,0.96,75.91
2026-05-03,LINE-B,Night,1022,1165,2.59,27,57.76,2.64,87.73
2026-05-03,LINE-C,Morning,1077,1129,2.49,15,64.79,1.39,95.39
2026-05-03,LINE-C,Afternoon,1101,1095,0.47,42,91.03,3.81,100.55
2026-05-03,LINE-C,Night,1065,1127,0.43,39,86.14,3.66,94.5
2026-05-03,LINE-D,Morning,911,1144,1.33,35,63.85,3.84,79.63
2026-05-03,LINE-D,Afternoon,1112,1105,0.85,38,86.87,3.42,100.63
2026-05-03,LINE-D,Night,1064,1277,2.18,22,59.36,2.07,83.32
2026-05-04,LINE-A,Morning,1170,1105,0.94,43,90.0,3.68,105.88
2026-05-04,LINE-A,Afternoon,812,1031,2.67,24,50.92,2.96,78.76
2026-05-04,LINE-A,Night,1017,1218,1.57,17,66.0,1.67,83.5
2026-05-04,LINE-B,Morning,1007,1200,1.48,48,65.13,4.77,83.92
2026-05-04,LINE-B,Afternoon,837,1210,1.97,39,49.71,4.66,69.17
2026-05-04,LINE-B,Night,847,1017,0.37,43,75.4,5.08,83.28
2026-05-04,LINE-C,Morning,995,1186,2.29,44,57.24,4.42,83.9
2026-05-04,LINE-C,Afternoon,1196,1228,1.53,17,77.65,1.42,97.39
2026-05-04,LINE-C,Night,987,1269,1.93,8,58.54,0.81,77.78
2026-05-04,LINE-D,Morning,838,1071,1.12,36,64.39,4.3,78.24
2026-05-04,LINE-D,Afternoon,986,1190,1.71,32,63.03,3.25,82.86
2026-05-04,LINE-D,Night,852,1221,2.56,7,47.06,0.82,69.78
2026-05-05,LINE-A,Morning,1036,1245,2.48,26,55.97,2.51,83.21
2026-05-05,LINE-A,Afternoon,895,1199,1.68,10,58.31,1.12,74.65
2026-05-05,LINE-A,Night,1005,1031,2.39,7,67.87,0.7,97.48
2026-05-05,LINE-B,Morning,1055,1186,1.01,35,75.14,3.32,88.95
2026-05-05,LINE-B,Afternoon,1148,1254,1.01,29,77.97,2.53,91.55
2026-05-05,LINE-B,Night,926,1286,0.65,24,64.45,2.59,72.01
2026-05-05,LINE-C,Morning,1182,1012,1.87,46,86.01,3.89,116.8
2026-05-05,LINE-C,Afternoon,913,1275,1.13,21,60.08,2.3,71.61
2026-05-05,LINE-C,Night,1184,1272,0.88,12,82.0,1.01,93.08
2026-05-05,LINE-D,Morning,1018,1108,2.83,12,58.67,1.18,91.88
2026-05-05,LINE-D,Afternoon,1063,1110,2.73,43,60.54,4.05,95.77
2026-05-05,LINE-D,Night,1028,1155,2.28,20,62.39,1.95,89.0
2026-05-06,LINE-A,Morning,1174,1001,2.28,21,82.35,1.79,117.28
2026-05-06,LINE-A,Afternoon,1085,1012,2.31,33,73.93,3.04,107.21
2026-05-06,LINE-A,Night,1037,1093,1.43,47,74.39,4.53,94.88
2026-05-06,LINE-B,Morning,893,1148,0.14,21,74.63,2.35,77.79
2026-05-06,LINE-B,Afternoon,915,1142,2.73,14,51.98,1.53,80.12
2026-05-06,LINE-B,Night,1163,1052,0.15,34,105.3,2.92,110.55
2026-05-06,LINE-C,Morning,1112,1136,2.52,5,66.75,0.45,97.89
2026-05-06,LINE-C,Afternoon,843,1226,2.26,20,48.17,2.37,68.76
2026-05-06,LINE-C,Night,1064,1287,0.15,37,78.29,3.48,82.67
2026-05-06,LINE-D,Morning,1036,1071,2.77,16,62.27,1.54,96.73
2026-05-06,LINE-D,Afternoon,1120,1106,2.4,15,69.94,1.34,101.27
2026-05-06,LINE-D,Night,902,1170,1.95,37,55.91,4.1,77.09
2026-05-07,LINE-A,Morning,1020,1212,1.7,27,64.52,2.65,84.16
2026-05-07,LINE-A,Afternoon,855,1101,0.06,12,76.0,1.4,77.66
2026-05-07,LINE-A,Night,1032,1226,1.26,28,69.0,2.71,84.18
2026-05-07,LINE-B,Morning,1104,1148,2.88,44,59.09,3.99,96.17
2026-05-07,LINE-B,Afternoon,1138,1155,1.79,10,75.81,0.88,98.53
2026-05-07,LINE-B,Night,946,1183,0.95,6,70.03,0.63,79.97
2026-05-07,LINE-C,Morning,837,1118,1.8,8,57.47,0.96,74.87
2026-05-07,LINE-C,Afternoon,1013,1217,2.74,40,52.57,3.95,83.24
2026-05-07,LINE-C,Night,857,1268,0.03,36,64.51,4.2,67.59
2026-05-07,LINE-D,Morning,904,1227,1.87,23,55.02,2.54,73.68
2026-05-07,LINE-D,Afternoon,985,1251,1.02,44,65.63,4.47,78.74
2026-05-07,LINE-D,Night,983,1283,0.78,22,67.6,2.24,76.62
2026-05-08,LINE-A,Morning,1103,1295,1.62,16,66.94,1.45,85.17
2026-05-08,LINE-A,Afternoon,1007,1136,0.72,16,79.38,1.59,88.64
2026-05-08,LINE-A,Night,1086,1141,1.35,38,76.34,3.5,95.18
2026-05-08,LINE-B,Morning,866,1249,0.02,46,65.49,5.31,69.34
2026-05-08,LINE-B,Afternoon,872,1281,1.94,44,48.96,5.05,68.07
2026-05-08,LINE-B,Night,809,1210,2.71,9,43.72,1.11,66.86
2026-05-08,LINE-C,Morning,994,1282,0.17,19,74.45,1.91,77.54
2026-05-08,LINE-C,Afternoon,962,1104,1.99,30,63.42,3.12,87.14
2026-05-08,LINE-C,Night,974,1161,2.57,24,55.54,2.46,83.89
2026-05-08,LINE-D,Morning,939,1131,0.94,5,72.88,0.53,83.02
2026-05-08,LINE-D,Afternoon,1045,1088,2.19,7,69.28,0.67,96.05
2026-05-08,LINE-D,Night,1177,1148,1.29,26,84.1,2.21,102.53
2026-05-09,LINE-A,Morning,1171,1293,2.05,19,66.27,1.62,90.56
2026-05-09,LINE-A,Afternoon,1101,1024,0.49,9,100.11,0.82,107.52
2026-05-09,LINE-A,Night,869,1112,0.14,48,72.54,5.52,78.15
2026-05-09,LINE-B,Morning,1102,1090,2.79,32,63.93,2.9,101.1
2026-05-09,LINE-B,Afternoon,1026,1213,1.57,7,67.52,0.68,84.58
2026-05-09,LINE-B,Night,839,1241,1.68,12,52.65,1.43,67.61
2026-05-09,LINE-C,Morning,1002,1060,2.34,49,63.61,4.89,94.53
2026-05-09,LINE-C,Afternoon,980,1036,0.36,49,85.82,5.0,94.59
2026-05-09,LINE-C,Night,1157,1196,0.2,6,93.83,0.52,96.74
2026-05-09,LINE-D,Morning,1159,1187,1.85,15,74.1,1.29,97.64
2026-05-09,LINE-D,Afternoon,907,1089,2.37,12,57.85,1.32,83.29
2026-05-09,LINE-D,Night,1180,1219,2.95,13,60.43,1.1,96.8
2026-05-10,LINE-A,Morning,902,1222,2.35,38,49.93,4.21,73.81
2026-05-10,LINE-A,Afternoon,1046,1030,0.16,16,98.0,1.53,101.55
2026-05-10,LINE-A,Night,1184,1277,0.68,5,84.48,0.42,92.72
2026-05-10,LINE-B,Morning,1120,1248,1.73,46,67.45,4.11,89.74
2026-05-10,LINE-B,Afternoon,1134,1208,0.23,39,88.03,3.44,93.87
2026-05-10,LINE-B,Night,1007,1007,0.47,21,92.15,2.09,100.0
2026-05-10,LINE-C,Morning,816,1089,0.47,42,66.89,5.15,74.93
2026-05-10,LINE-C,Afternoon,1136,1077,2.74,39,66.97,3.43,105.48
2026-05-10,LINE-C,Night,1165,1013,1.14,19,97.01,1.63,115.0
2026-05-10,LINE-D,Morning,1109,1282,2.34,35,59.27,3.16,86.51
2026-05-10,LINE-D,Afternoon,1044,1162,0.05,9,88.53,0.86,89.85
2026-05-10,LINE-D,Night,857,1216,1.81,9,53.96,1.05,70.48
2026-05-11,LINE-A,Morning,819,1197,1.96,22,50.27,2.69,68.42
2026-05-11,LINE-A,Afternoon,1187,1272,2.78,18,59.97,1.52,93.32
2026-05-11,LINE-A,Night,812,1043,0.35,23,72.33,2.83,77.85
2026-05-11,LINE-B,Morning,862,1238,1.99,21,51.03,2.44,69.63
2026-05-11,LINE-B,Afternoon,899,1162,1.21,48,62.16,5.34,77.37
2026-05-11,LINE-B,Night,1159,1144,2.7,5,66.83,0.43,101.31
2026-05-11,LINE-C,Morning,1154,1287,2.25,10,63.89,0.87,89.67
2026-05-11,LINE-C,Afternoon,1113,1127,1.97,19,73.17,1.71,98.76
2026-05-11,LINE-C,Night,1038,1295,0.47,32,73.11,3.08,80.15
2026-05-11,LINE-D,Morning,1199,1189,0.47,30,92.54,2.5,100.84
2026-05-11,LINE-D,Afternoon,1083,1236,2.13,7,63.88,0.65,87.62
2026-05-11,LINE-D,Night,1045,1135,1.51,47,71.33,4.5,92.07
2026-05-12,LINE-A,Morning,958,1200,0.94,6,70.01,0.63,79.83
2026-05-12,LINE-A,Afternoon,1063,1070,2.8,43,61.96,4.05,99.35
2026-05-12,LINE-A,Night,924,1285,2.26,22,50.37,2.38,71.91
2026-05-12,LINE-B,Morning,1169,1196,2.34,43,66.61,3.68,97.74
2026-05-12,LINE-B,Afternoon,859,1097,2.47,49,51.04,5.7,78.3
2026-05-12,LINE-B,Night,950,1121,0.71,48,73.32,5.05,84.75
2026-05-12,LINE-C,Morning,803,1092,2.75,36,46.09,4.48,73.53
2026-05-12,LINE-C,Afternoon,905,1145,0.75,36,68.78,3.98,79.04
2026-05-12,LINE-C,Night,1028,1201,1.72,7,66.74,0.68,85.6
2026-05-12,LINE-D,Morning,905,1138,2.14,36,55.94,3.98,79.53
2026-05-12,LINE-D,Afternoon,1187,1296,0.63,36,81.82,3.03,91.59
2026-05-12,LINE-D,Night,1013,1290,2.84,24,49.45,2.37,78.53
2026-05-13,LINE-A,Morning,949,1246,0.8,46,65.22,4.85,76.16
2026-05-13,LINE-A,Afternoon,802,1075,1.98,37,53.55,4.61,74.6
2026-05-13,LINE-A,Night,817,1112,0.91,13,64.07,1.59,73.47
2026-05-13,LINE-B,Morning,1078,1201,1.87,9,68.2,0.83,89.76
2026-05-13,LINE-B,Afternoon,846,1255,2.75,29,42.72,3.43,67.41
2026-05-13,LINE-B,Night,1036,1247,1.25,29,68.14,2.8,83.08
2026-05-13,LINE-C,Morning,873,1205,2.17,34,50.75,3.89,72.45
2026-05-13,LINE-C,Afternoon,1174,1126,0.05,18,102.03,1.53,104.26
2026-05-13,LINE-C,Night,1154,1115,1.01,14,89.34,1.21,103.5
2026-05-13,LINE-D,Morning,898,1010,2.49,26,59.47,2.9,88.91
2026-05-13,LINE-D,Afternoon,972,1208,0.69,6,73.07,0.62,80.46
2026-05-13,LINE-D,Night,1131,1120,1.26,15,83.94,1.33,100.98
2026-05-14,LINE-A,Morning,1071,1240,0.03,39,82.91,3.64,86.37
2026-05-14,LINE-A,Afternoon,986,1143,0.03,48,81.75,4.87,86.26
2026-05-14,LINE-A,Night,1038,1297,1.77,17,61.31,1.64,80.03
2026-05-14,LINE-B,Morning,1187,1245,1.63,31,73.93,2.61,95.34
2026-05-14,LINE-B,Afternoon,1082,1078,0.81,11,89.29,1.02,100.37
2026-05-14,LINE-B,Night,990,1062,0.15,16,89.99,1.62,93.22
2026-05-14,LINE-C,Morning,940,1253,0.49,21,68.86,2.23,75.02
2026-05-14,LINE-C,Afternoon,1175,1291,2.45,9,62.66,0.77,91.01
2026-05-14,LINE-C,Night,889,1207,0.58,33,65.78,3.71,73.65
2026-05-14,LINE-D,Morning,974,1075,0.86,27,78.62,2.77,90.6
2026-05-14,LINE-D,Afternoon,1199,1269,2.26,49,65.02,4.09,94.48
2026-05-14,LINE-D,Night,979,1123,2.28,33,60.23,3.37,87.18
2026-05-15,LINE-A,Morning,994,1227,2.08,23,58.56,2.31,81.01
2026-05-15,LINE-A,Afternoon,905,1020,2.42,31,59.77,3.43,88.73
2026-05-15,LINE-A,Night,1110,1284,0.45,10,80.86,0.9,86.45
2026-05-15,LINE-B,Morning,1118,1163,1.22,36,78.85,3.22,96.13
2026-05-15,LINE-B,Afternoon,1071,1145,0.17,40,88.14,3.73,93.54
2026-05-15,LINE-B,Night,829,1044,1.01,38,66.21,4.58,79.41
2026-05-15,LINE-C,Morning,940,1220,1.03,40,64.27,4.26,77.05
2026-05-15,LINE-C,Afternoon,1128,1230,0.33,42,84.66,3.72,91.71
2026-05-15,LINE-C,Night,869,1115,2.02,24,56.65,2.76,77.94
2026-05-15,LINE-D,Morning,808,1287,2.47,22,42.21,2.72,62.78
2026-05-15,LINE-D,Afternoon,804,1125,1.61,26,55.25,3.23,71.47
2026-05-15,LINE-D,Night,1123,1299,0.24,46,80.42,4.1,86.45
2026-05-16,LINE-A,Morning,936,1105,1.51,8,68.13,0.85,84.71
2026-05-16,LINE-A,Afternoon,946,1158,1.98,25,59.85,2.64,81.69
2026-05-16,LINE-A,Night,988,1094,1.4,6,74.05,0.61,90.31
2026-05-16,LINE-B,Morning,986,1137,1.28,28,70.78,2.84,86.72
2026-05-16,LINE-B,Afternoon,1072,1143,1.93,43,68.31,4.01,93.79
2026-05-16,LINE-B,Night,1044,1106,0.84,15,83.26,1.44,94.39
2026-05-16,LINE-C,Morning,1174,1003,1.81,16,89.34,1.36,117.05
2026-05-16,LINE-C,Afternoon,894,1208,2.67,32,47.54,3.58,74.01
2026-05-16,LINE-C,Night,1120,1046,0.63,46,94.58,4.11,107.07
2026-05-16,LINE-D,Morning,998,1105,2.6,48,58.03,4.81,90.32
2026-05-16,LINE-D,Afternoon,818,1295,0.28,15,59.84,1.83,63.17
2026-05-16,LINE-D,Night,994,1011,0.46,31,89.78,3.12,98.32
2026-05-17,LINE-A,Morning,1168,1181,1.81,20,75.22,1.71,98.9
2026-05-17,LINE-A,Afternoon,1185,1181,1.29,42,81.19,3.54,100.34
2026-05-17,LINE-A,Night,1083,1280,0.06,14,82.89,1.29,84.61
2026-05-17,LINE-B,Morning,1097,1295,0.97,45,71.39,4.1,84.71
2026-05-17,LINE-B,Afternoon,1173,1041,0.75,20,100.36,1.71,112.68
2026-05-17,LINE-B,Night,1036,1021,0.37,47,92.39,4.54,101.47
2026-05-17,LINE-C,Morning,1082,1040,2.99,36,62.98,3.33,104.04
2026-05-17,LINE-C,Afternoon,888,1011,1.0,16,75.47,1.8,87.83
2026-05-17,LINE-C,Night,1145,1200,1.87,38,70.68,3.32,95.42
2026-05-17,LINE-D,Morning,975,1275,1.45,6,62.23,0.62,76.47
2026-05-17,LINE-D,Afternoon,1120,1123,2.17,31,70.67,2.77,99.73
2026-05-17,LINE-D,Night,1185,1158,2.42,6,71.01,0.51,102.33
2026-05-18,LINE-A,Morning,1084,1014,2.67,32,69.12,2.95,106.9
2026-05-18,LINE-A,Afternoon,1139,1124,0.07,25,98.24,2.19,101.33
2026-05-18,LINE-A,Night,1193,1109,0.27,22,102.02,1.84,107.57
2026-05-18,LINE-B,Morning,1015,1161,2.75,16,56.46,1.58,87.42
2026-05-18,LINE-B,Afternoon,949,1035,2.97,26,56.07,2.74,91.69
2026-05-18,LINE-B,Night,1005,1126,2.09,40,63.31,3.98,89.25
2026-05-18,LINE-C,Morning,1016,1095,2.03,40,66.52,3.94,92.79
2026-05-18,LINE-C,Afternoon,947,1017,1.74,27,70.79,2.85,93.12
2026-05-18,LINE-C,Night,1164,1122,0.25,9,99.73,0.77,103.74
2026-05-18,LINE-D,Morning,948,1103,0.38,43,78.15,4.54,85.95
2026-05-18,LINE-D,Afternoon,1005,1197,2.05,21,61.14,2.09,83.96
2026-05-18,LINE-D,Night,886,1141,0.38,36,70.96,4.06,77.65
2026-05-19,LINE-A,Morning,814,1043,2.77,48,48.01,5.9,78.04
2026-05-19,LINE-A,Afternoon,897,1260,0.31,27,66.37,3.01,71.19
2026-05-19,LINE-A,Night,903,1255,2.34,19,49.84,2.1,71.95
2026-05-19,LINE-B,Morning,842,1244,2.14,21,48.34,2.49,67.68
2026-05-19,LINE-B,Afternoon,882,1109,0.04,27,76.71,3.06,79.53
2026-05-19,LINE-B,Night,1087,1250,2.47,9,59.61,0.83,86.96
2026-05-19,LINE-C,Morning,1000,1284,0.26,29,73.16,2.9,77.88
2026-05-19,LINE-C,Afternoon,894,1277,2.0,9,51.98,1.01,70.01
2026-05-19,LINE-C,Night,1018,1088,1.17,5,79.5,0.49,93.57
2026-05-19,LINE-D,Morning,1011,1095,0.53,28,83.83,2.77,92.33
2026-05-19,LINE-D,Afternoon,853,1217,0.2,24,66.42,2.81,70.09
2026-05-19,LINE-D,Night,845,1192,0.96,5,62.02,0.59,70.89
2026-05-20,LINE-A,Morning,1136,1193,2.02,10,70.55,0.88,95.22
2026-05-20,LINE-A,Afternoon,807,1028,2.08,37,55.43,4.58,78.5
2026-05-20,LINE-A,Night,930,1187,0.38,31,72.14,3.33,78.35
2026-05-20,LINE-B,Morning,1163,1203,1.72,24,74.32,2.06,96.67
2026-05-20,LINE-B,Afternoon,872,1166,2.62,23,48.97,2.64,74.79
2026-05-20,LINE-B,Night,901,1172,2.34,17,53.36,1.89,76.88
2026-05-20,LINE-C,Morning,987,1085,0.92,49,76.52,4.96,90.97
2026-05-20,LINE-C,Afternoon,1141,1042,0.59,12,100.35,1.05,109.5
2026-05-20,LINE-C,Night,1097,1239,0.85,27,77.19,2.46,88.54
2026-05-20,LINE-D,Morning,1098,1076,1.62,24,79.59,2.19,102.04
2026-05-20,LINE-D,Afternoon,1010,1239,0.32,16,77.02,1.58,81.52
2026-05-20,LINE-D,Night,1006,1266,1.91,31,58.62,3.08,79.46
2026-05-21,LINE-A,Morning,810,1293,1.57,23,48.93,2.84,62.65
2026-05-21,LINE-A,Afternoon,1189,1229,1.96,32,71.08,2.69,96.75
2026-05-21,LINE-A,Night,864,1231,1.63,11,55.18,1.27,70.19
2026-05-21,LINE-B,Morning,1066,1153,2.31,16,64.76,1.5,92.45
2026-05-21,LINE-B,Afternoon,850,1116,1.59,28,59.01,3.29,76.16
2026-05-21,LINE-B,Night,1007,1268,2.3,8,56.14,0.79,79.42
2026-05-21,LINE-C,Morning,874,1006,1.36,15,70.87,1.72,86.88
2026-05-21,LINE-C,Afternoon,1147,1214,2.37,32,64.64,2.79,94.48
2026-05-21,LINE-C,Night,1034,1025,2.45,33,67.76,3.19,100.88
2026-05-21,LINE-D,Morning,1152,1163,0.5,39,89.71,3.39,99.05
2026-05-21,LINE-D,Afternoon,1085,1272,0.32,34,79.32,3.13,85.3
2026-05-21,LINE-D,Night,892,1172,0.35,29,70.41,3.25,76.11
2026-05-22,LINE-A,Morning,1157,1105,1.84,42,77.7,3.63,104.71
2026-05-22,LINE-A,Afternoon,1119,1086,1.24,11,86.22,0.98,103.04
2026-05-22,LINE-A,Night,1077,1209,0.59,14,81.43,1.3,89.08
2026-05-22,LINE-B,Morning,937,1229,2.6,37,49.43,3.95,76.24
2026-05-22,LINE-B,Afternoon,800,1235,1.18,38,52.6,4.75,64.78
2026-05-22,LINE-B,Night,803,1131,0.63,30,62.96,3.74,71.0
2026-05-22,LINE-C,Morning,1059,1000,0.13,13,102.9,1.23,105.9
2026-05-22,LINE-C,Afternoon,988,1290,0.35,28,71.16,2.83,76.59
2026-05-22,LINE-C,Night,1091,1243,0.24,31,82.72,2.84,87.77
2026-05-22,LINE-D,Morning,831,1145,0.52,33,65.17,3.97,72.58
2026-05-22,LINE-D,Afternoon,815,1046,2.61,35,50.25,4.29,77.92
2026-05-22,LINE-D,Night,1059,1016,1.57,30,81.41,2.83,104.23
2026-05-23,LINE-A,Morning,838,1131,0.6,26,66.41,3.1,74.09
2026-05-23,LINE-A,Afternoon,1002,1065,1.89,34,69.42,3.39,94.08
2026-05-23,LINE-A,Night,1091,1017,0.92,11,93.98,1.01,107.28
2026-05-23,LINE-B,Morning,1052,1256,0.97,30,71.51,2.85,83.76
2026-05-23,LINE-B,Afternoon,886,1089,0.53,10,75.12,1.13,81.36
2026-05-23,LINE-B,Night,843,1199,2.41,23,47.79,2.73,70.31
2026-05-23,LINE-C,Morning,900,1094,2.99,34,49.57,3.78,82.27
2026-05-23,LINE-C,Afternoon,1048,1032,0.45,16,94.38,1.53,101.55
2026-05-23,LINE-C,Night,917,1154,1.03,25,67.34,2.73,79.46
2026-05-23,LINE-D,Morning,1131,1246,0.68,47,79.6,4.16,90.77
2026-05-23,LINE-D,Afternoon,989,1116,1.32,43,70.78,4.35,88.62
2026-05-23,LINE-D,Night,1172,1171,0.16,7,97.5,0.6,100.09
2026-05-24,LINE-A,Morning,934,1170,1.38,42,63.09,4.5,79.83
2026-05-24,LINE-A,Afternoon,985,1094,2.46,8,61.85,0.81,90.04
2026-05-24,LINE-A,Night,1178,1209,0.79,38,84.98,3.23,97.44
2026-05-24,LINE-B,Morning,892,1021,0.65,10,79.38,1.12,87.37
2026-05-24,LINE-B,Afternoon,824,1184,0.04,20,67.56,2.43,69.59
2026-05-24,LINE-B,Night,1150,1166,1.82,32,74.07,2.78,98.63
2026-05-24,LINE-C,Morning,978,1118,1.44,49,68.14,5.01,87.48
2026-05-24,LINE-C,Afternoon,949,1214,2.36,36,53.02,3.79,78.17
2026-05-24,LINE-C,Night,1129,1250,2.0,19,66.6,1.68,90.32
2026-05-24,LINE-D,Morning,922,1265,0.61,19,65.95,2.06,72.89
2026-05-24,LINE-D,Afternoon,834,1005,1.16,42,67.38,5.04,82.99
2026-05-24,LINE-D,Night,876,1146,2.65,12,50.42,1.37,76.44
2026-05-25,LINE-A,Morning,921,1174,1.52,25,61.82,2.71,78.45
2026-05-25,LINE-A,Afternoon,844,1135,1.72,17,57.2,2.01,74.36
2026-05-25,LINE-A,Night,994,1008,1.67,17,76.69,1.71,98.61
